N,s,roc_a,roc_b,r_ring,k,n_exit,res_t,res_s,opl_est,ang_t,ang_s,off_z,w0,waist_frac,exit_miss,sku_a,sku_b,feasible,reason,opl_m,hole_clear,sep_margin,w_max,envelope_mm,throughput
12,5,750.0,1000.0,73.47912475093642,11,132,0.08453171970892193,0.2999916160468761,18.702534035240504,0.0347762722915778,4.021849691057299e-06,-0.0007918863648751625,0.3240358758214955,0.7279029424552926,1.597253631194392e-05,CM254-375-M01,CM254-500-M01,False,miss=0.000 clear=0.95 sep=-0.75 env=183,18.7043576889251,0.948212119544686,-0.7529308617402506,0.4138871372907059,182.95824950187284,0.8771602801771051
12,5,1000.0,1500.0,70.38693910086062,31,372,3.081447471409149e-05,0.06392786969570885,50.565567904060586,0.018166888705519385,0.01784264590450852,0.00022286751753402222,0.2972997236137247,0.6161934017517412,0.25937099142446973,CM254-500-M01,CM254-750-M01,False,miss=0.259 clear=0.32 sep=-0.76 env=177,50.55367502823023,0.3156482256997215,-0.7593779286189493,0.5208208037989019,176.77387820172123,0.6899158648955463
12,5,1000.0,1500.0,72.12928566520813,29,348,0.0022351009126335697,0.14355920493084007,50.31241806350617,0.014805889346868502,0.01842358016830376,-5.790561104388244e-05,0.4538323739918385,0.31192923028083264,0.9459615766910388,CM254-500-M01,CM254-750-M01,False,no closure (miss 0.95),,,,,,
12,5,1000.0,1500.0,62.281171861749286,33,396,0.0006751102038737855,0.04631323447936175,47.62972522023333,0.009597342552570661,0.0406197415319975,-0.0036291982744690397,0.4886301227146036,0.42095776952641895,0.007588331586352651,CM254-500-M01,CM254-750-M01,False,miss=0.008 clear=0.69 sep=-0.50 env=161,47.61925161829894,0.6912094968053686,-0.5038754530657655,0.5131405521861004,160.56234372349857,0.6735469118288683
12,5,1000.0,1500.0,75.06446586335875,15,180,0.00014820719553476636,0.036784646532231235,26.084865575960283,-0.0001277103429191212,0.03477831519754197,0.0007067300539567459,0.35553542370109625,0.6020584972062197,7.745367085677849e-06,CM254-500-M01,CM254-750-M01,False,miss=0.000 clear=0.49 sep=-0.75 env=186,26.06992532730049,0.49095058142504056,-0.747332444735273,0.45201626875419265,186.1289317267175,0.83603102134702
12,5,1000.0,1500.0,58.736689337280595,17,204,0.00012233849167664346,0.019699558038530185,23.14141912402848,0.009121135234588403,0.03841908434594622,0.0009786196702149244,0.24468106147241958,0.4425218161283496,2.80483163658789e-06,CM254-500-M01,CM254-750-M01,False,miss=0.000 clear=0.48 sep=-0.51 env=153,23.122273111926756,0.48258932307549607,-0.506746318698528,0.5788424316093999,153.4733786745612,0.8161953381180392
12,5,1000.0,1500.0,74.22640590636712,13,156,0.10703797245509072,0.29907921842963425,22.313952969382008,0.031746992448303396,-2.359400199967094e-06,0.00033680591262455104,0.343130873150623,0.8251049144871531,6.950157720941835e-05,CM254-500-M01,CM254-750-M01,False,miss=0.000 clear=0.70 sep=-0.86 env=184,22.33617512189578,0.6991435656453517,-0.8569559255686284,0.46234180122246693,184.45281181273424,0.8563487636013165
12,5,1000.0,1500.0,50.50707385017566,19,228,0.001223878873885198,0.006889912044178104,20.78452919825874,0.015237089278033585,0.018171710654316275,0.0014611116721037162,0.29718602354830775,0.6284977823291951,0.35963607618770244,CM254-500-M01,CM254-750-M01,False,miss=0.360 clear=0.30 sep=-0.42 env=137,22.22496280999749,0.3000012644623835,-0.4157987148629832,0.4397239433905835,137.01414770035132,0.7968302765754722
12,5,1000.0,1500.0,41.43244015114442,21,252,0.0019175749798296948,0.10885757066145807,20.16241114687676,0.01991701279454819,0.010759894181318314,0.0017863882761831639,0.3808087210935984,0.8499548062857083,0.24341361073571474,CM254-500-M01,CM254-750-M01,False,miss=0.243 clear=0.30 sep=-0.70 env=119,20.152903321213756,0.3000048634650845,-0.7042584859201826,0.39215196878968467,118.86488030228884,0.7779246707428729
12,5,200.0,500.0,74.31320943396747,31,372,0.0022041356026551995,0.05657420998125495,52.800565717960055,0.013539106025113634,0.015177109319149382,0.0006639000877925708,0.2536185289413082,0.9796991772131911,0.5859565678675887,CM254-100-M01,CM254-250-M01,False,miss=0.586 clear=0.30 sep=-0.84 env=185,53.37348285519578,0.30001338540856115,-0.8410291931919239,0.4998343860833766,184.62641886793494,0.6899158648955463
12,5,200.0,500.0,66.92621604419145,29,348,0.0045047975211804925,0.038076910214266846,44.990614950239745,0.014011165386089645,0.021541387806842664,0.002055699544762148,0.3375181679015744,0.5733975604001258,0.4709021233472738,CM254-100-M01,CM254-250-M01,False,miss=0.471 clear=0.30 sep=-0.93 env=170,44.964048801927156,0.3002609690123277,-0.9302243869657503,0.6021274213208432,169.8524320883829,0.7066826263699143
