input_angle_sag,w0_waist,waist_frac,family,sku,roc,N,chord_skip,R_ring,n_target,mode_s,input_offset_z,input_angle,size_class,envelope_max,opl_min,feasible,reason,opl_m,n_exit,throughput,exit_miss_mm,hole_margin_mm,ap_margin_mm,sep_margin_mm,min_sep_mm,w_max_mm,w_hole_mm,H_req_mm,stab_tan,stab_sag,aoi_deg,early_exit,polished,envelope_mm
0.03273615562702242,0.3769771041362169,0.0625558307663061,one_inch,CM254-500-M01,1000.0,12,5,54.34429489506039,180,sin,-0.3098651937611753,-0.016180709434044767,D180,180.0,18.0,False,never returns to hole,0.0,0,0.0,0.7656199098471735,-inf,-inf,-inf,0.0,0.0,0.3770049981714482,0.0,,,,0.0,True,
0.02823821868260539,0.24928529297017016,1.0812278249324943,one_inch,CM254-150-M01,300.0,16,7,72.15449377050014,144,sin,-0.2832979684080099,0.02962863039716488,D190,190.0,19.5,True,,20.381203971131363,144,0.11518103087328566,6.887879405982752e-08,1.7181808443845958,4.171539910655803,0.5097469522784124,1.1171410587991675,0.326166591973165,0.2970824406601596,15.699611582361053,0.5185986888192292,0.5376241246122204,11.30169990961941,0.0,True,180.30898754100028
0.06255569322204735,0.2,0.34189996422312385,one_inch,CM254-075-M01,150.0,12,5,67.49335749692207,156,sin,-0.036493255364175074,-0.04703355066273203,D190,190.0,19.5,True,,20.340390282780355,156,0.0960761757762205,3.089425303594857e-05,0.8707295939293522,0.7956438929146827,0.3756648068764017,1.0780064681212889,0.37993695789202364,0.20842950168754412,23.112177113782113,0.09915351245037585,0.16149533038586206,15.191219656555287,0.0,True,170.98671499384415
0.03778525316135366,0.2,1.457942842350524,one_inch,CM254-050-M01,100.0,13,6,61.51831246745246,169,sin,-0.2449014448154683,-0.043071639477726076,D190,190.0,19.5,True,,20.641580428937434,169,0.07893810993515632,3.095349595618902e-07,1.2437131391374048,4.066947113894707,0.4166898991526873,0.9462579278171392,0.40164614401973825,0.30811437128131675,16.375275668289724,-0.2307075433823047,-0.21225827108318773,7.106196528712176,0.0,True,159.03662493490492
0.03762699913959198,0.3229891730213724,1.0906854538326627,one_inch,CM254-200-M01,400.0,16,7,71.75830739584569,176,sin,0.08147744099867936,0.02657070508778337,D190,190.0,19.5,True,,24.773580656686885,176,0.07101340501314926,9.988545642661792e-08,3.388442356067668,2.6040253424760813,0.40508203399485154,1.0264630265615338,0.36039414169683315,0.3463787169817557,20.450010417691004,0.6410690727503194,0.654937659926538,11.34756040689902,0.0,True,179.51661479169138
-0.0052285345496780045,0.2,0.7386159647140944,one_inch,CM254-100-M01,200.0,14,5,67.84859826861134,182,cos,7.648470410372681,0.04849159886483117,D190,190.0,19.5,True,,22.251116907255682,182,0.06485712899903753,1.1472287391023982e-06,0.43972059501488037,0.31991493108900393,0.39329207020491397,0.9094862759524159,0.3123652264839364,0.23265210344314308,24.02439999225149,0.3209985244073862,0.4499838659912275,25.803803513744512,0.0,True,171.69719653722268
0.032152834213952104,0.2390220776064917,1.0,one_inch,CM254-050-M01,100.0,13,6,70.80000000000067,143,sin,0.0,-0.031830501006306015,D190,190.0,19.5,False,exit miss > 0.35 mm; spots overlap,20.101122724848093,143,0.004078118702349827,0.3688928417882734,2.0523986881151277,4.043365029465639,-0.23733252517662107,0.6315110887469028,0.4746838961427449,0.284777290903262,16.79707402964397,-0.41675853657819384,-0.3945766513266653,7.053566021135518,0.0,False,177.60000000000133
0.015549835235929614,0.2,0.6603199059196925,one_inch,CM254-050-M01,100.0,16,7,75.94029774855724,144,sin,-0.10247191205655864,0.03171961658798085,D190,190.0,19.5,False,exit miss > 0.35 mm,21.450533780489117,144,0.00014951533525774165,0.4343303642581937,0.7075802564756424,5.300339473422207,0.35052968393372386,1.0871746594433143,0.4739639178382507,0.23824669182324432,12.10111114433397,-0.5189947795256775,-0.46096812221730277,11.265295101410578,0.0,True,187.88059549711448
0.055135346009627516,0.22899308441651925,1.0,one_inch,CM254-050-M01,100.0,15,7,68.50000000000063,195,sin,0.0,0.03913709710160513,D190,190.0,19.5,False,exit miss > 0.35 mm; spots overlap,26.56861988855198,195,0.00011645192159152796,0.4855498557305543,2.7625595962890204,1.2639633169802629,-0.032832472295950654,0.8206435010217711,0.4939927543173446,0.27743472328758567,22.69011062356223,-0.3708006833498443,-0.354265779249626,6.365226851528562,0.0,False,173.00000000000125
0.02125782909050142,0.2,1.0,one_inch,CM254-050-M01,100.0,16,3,75.1700000000007,240,sin,0.0,-0.031812176841531675,D190,190.0,19.5,False,exit miss > 0.35 mm; intermediate spot leaks into hole; spots overlap,21.382045392549262,256,3.374583791786618e-05,0.4096171664127742,-0.18760944270855107,5.354979081955148,-0.7042214387920832,0.09285922613725227,1.0666614399758605,0.22822331373395632,10.638952453100941,-0.5019741573769445,0.5353638274990409,56.2506317028162,0.0,False,186.3400000000014
0.021652445473400683,0.2,1.0,one_inch,CM254-075-M01,150.0,11,5,74.5100000000007,143,sin,0.0,-0.030945296069939246,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,3.7139340188110124,-inf,-inf,-inf,0.0,0.0,0.278733614990398,0.0,,,,0.0,False,
0.0,0.2484495595956583,1.0,one_inch,CM254-150-M01,300.0,16,5,68.80000000000062,176,cos,5.2722853178415665,0.038819584956567406,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,2.7027300330523314,-inf,-inf,-inf,0.0,0.0,0.2764453100963919,0.0,,,,0.0,False,
0.05305473526063252,0.24705038179363992,1.0,one_inch,CM254-050-M01,100.0,15,7,72.50000000000068,165,sin,0.0,-0.03756774627374403,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,2.1387540745314793,-inf,-inf,-inf,0.0,0.0,0.29093706645296047,0.0,,,,0.0,False,
0.07584666534219044,0.2,1.0,one_inch,CM254-050-M01,100.0,13,6,57.660000000000466,195,sin,0.0,0.05404121172288303,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,0.5982204897656981,-inf,-inf,-inf,0.0,0.0,0.25040787430404404,0.0,,,,0.0,False,
0.05070545874949969,0.22467938707790405,1.0,one_inch,CM254-100-M01,200.0,16,7,73.00000000000068,208,sin,0.0,0.036529469262165284,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,2.1523590463643894,-inf,-inf,-inf,0.0,0.0,0.2804072656643281,0.0,,,,0.0,False,
0.06302923679942211,0.2139314139247605,1.0,one_inch,CM254-050-M01,100.0,15,7,64.17000000000057,225,sin,0.0,0.04481938379673071,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,0.7914471060347053,-inf,-inf,-inf,0.0,0.0,0.2653932355547866,0.0,,,,0.0,False,
0.03751740553767937,0.3852220410393338,1.0,one_inch,CM254-200-M01,400.0,16,5,74.0300000000007,240,sin,0.0,0.04362314594153996,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,1.8699826856594908,-inf,-inf,-inf,0.0,0.0,0.39430084009584715,0.0,,,,0.0,False,
0.04806477152222093,0.2080284159254482,1.0,one_inch,CM254-050-M01,100.0,13,4,75.7100000000007,169,sin,0.0,-0.029910086059756178,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,5.370831954717231,-inf,-inf,-inf,0.0,0.0,0.2610408886074532,0.0,,,,0.0,False,
0.0,0.24769430465721445,1.0,one_inch,CM254-150-M01,300.0,15,4,76.98000000000074,195,cos,5.873596912628897,0.032052949963155976,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,5.1268424888578155,-inf,-inf,-inf,0.0,0.0,0.2759314601646481,0.0,,,,0.0,False,
0.01504706351551748,0.2,1.0,one_inch,CM254-075-M01,150.0,11,5,74.5500000000007,165,sin,0.0,-0.021503323051615283,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,1.9686915084297507,-inf,-inf,-inf,0.0,0.0,0.278806220603004,0.0,,,,0.0,False,
0.033190416700892136,0.24769430465721445,1.0,one_inch,CM254-150-M01,300.0,15,4,76.94000000000075,195,sin,0.0,0.029692470922323484,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,4.720741041603255,-inf,-inf,-inf,0.0,0.0,0.27590362255897477,0.0,,,,0.0,False,
0.020905399485025667,0.2020165354593508,1.0,one_inch,CM254-075-M01,150.0,13,6,76.46000000000073,195,sin,0.0,-0.014928748203570466,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,2.659566758267803,-inf,-inf,-inf,0.0,0.0,0.2827378262170759,0.0,,,,0.0,False,
0.03966284856094793,0.2247190107450181,1.2950271820824568,one_inch,CM254-100-M01,200.0,14,5,71.96362721287097,154,sin,0.2832085609541233,-0.01689395836254161,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,0.5940200414571323,-inf,-inf,-inf,0.0,0.0,0.29865903116403203,0.0,,,,0.0,True,
0.041962817204757155,0.3036055857605179,1.5,one_inch,CM254-150-M01,300.0,16,5,68.93215167881203,176,sin,0.08252328130325826,-0.030494585890397656,D190,190.0,19.5,False,never returns to hole,0.0,0,0.0,1.4296743273025392,-inf,-inf,-inf,0.0,0.0,0.3382348774767629,0.0,,,,0.0,True,
