sku,N,chord_skip,n_exit,opl_m,envelope_mm,wavelength_nm,grade,feasible_nominal,reason,w_hole_mm,w_max_mm,min_sep_mm,sep_margin_mm,hole_margin_mm,ap_margin_mm,exit_miss_mm,throughput,mc_complete_frac,walk_p95_mm,min_sep_p05_mm,overlap_frac,hole_clear_p05_mm,sep_ok,hole_ok,exit_ok,robust,robust_trim
CM254-200-M01,16,7,176,25.72268036663216,185.0149493391566,1512.2,flight,True,,0.30759070422735013,0.3259123367096875,1.7410115834595041,1.1288663748638472,0.8773920565418074,1.1437316467574128,2.4447857548621327e-06,0.8393835223864957,1.0,0.3404379848280909,1.2364831601018946,0.0,0.4577590312077576,True,True,True,True,True
CM254-200-M01,16,7,176,25.72268036663216,185.0149493391566,1512.2,research,True,,0.30759070422735013,0.3259123367096875,1.7410115834595041,1.1288663748638472,0.8773920565418074,1.1437316467574128,2.4447857548621327e-06,0.8393835223864957,0.95,1.2388286703789486,0.5249098747325912,0.07,-0.4091824949394698,False,False,False,False,False
CM254-150-M01,16,7,144,20.379666512349857,180.2980978626366,1512.2,flight,True,,0.3196648969340857,0.3665767072036045,1.4113093652750417,0.855107371605446,1.8969685266804,2.6098388326969495,1.0457223015806052e-05,0.8666920549967295,1.0,0.27585436108424677,1.255298224337017,0.0,1.5258067966667637,True,True,True,True,True
CM254-150-M01,16,7,144,20.379666512349857,180.2980978626366,1512.2,research,True,,0.3196648969340857,0.3665767072036045,1.4113093652750417,0.855107371605446,1.8969685266804,2.6098388326969495,1.0457223015806052e-05,0.8666920549967295,1.0,0.9348714803377086,0.7893948902996301,0.01,0.976406494606861,True,True,True,True,True
CM254-100-M01,16,7,112,15.297950962488704,175.26478304239183,1512.2,flight,True,,0.2681789254372372,0.2865081235141746,1.7141673933249415,1.1623746454216377,1.6352457973552976,6.328074785401272,3.924346817472903e-08,0.8948890480709707,1.0,0.332713254029726,1.2608274166726146,0.0,1.263129371111341,True,True,True,True,True
CM254-100-M01,16,7,112,15.297950962488704,175.26478304239183,1512.2,research,True,,0.2681789254372372,0.2865081235141746,1.7141673933249415,1.1623746454216377,1.6352457973552976,6.328074785401272,3.924346817472903e-08,0.8948890480709707,1.0,1.2412742123927374,0.37768944683003597,0.07,0.2801054580377023,False,True,False,False,False
CM254-250-M01,12,5,132,13.638871321104888,142.96966951974022,1512.2,flight,True,,0.27217966090301804,0.31527728064313437,1.7237529659764106,1.1072906245272724,0.9336244692258879,2.5003620167733995,1.5553851351884082e-06,0.8771602801198158,1.0,0.27726265519147836,1.32233721399732,0.0,0.6685473987782874,True,True,True,True,True
CM254-250-M01,12,5,132,13.638871321104888,142.96966951974022,1512.2,research,True,,0.27217966090301804,0.31527728064313437,1.7237529659764106,1.1072906245272724,0.9336244692258879,2.5003620167733995,1.5553851351884082e-06,0.8771602801198158,1.0,1.0704524409043132,0.7510209365234645,0.02,0.05501874322838322,True,True,False,False,True
CM254-150-M01,10,3,110,9.194829771807694,139.32198990568668,1512.2,flight,True,,0.265196761040697,0.2814337972486124,1.3199470531028548,0.8228482907530854,1.5971886650260467,3.3687137584928255,0.2788015763590614,0.09832062781677911,1.0,0.3134937205042565,1.012483665687552,0.0,1.2846066213246587,True,True,True,True,True
CM254-150-M01,10,3,110,9.194829771807694,139.32198990568668,1512.2,research,True,,0.265196761040697,0.2814337972486124,1.3199470531028548,0.8228482907530854,1.5971886650260467,3.3687137584928255,0.2788015763590614,0.09832062781677911,1.0,1.1556675022769094,0.2793014202628934,0.23,0.28962397300008935,False,True,False,False,False
