family,sku,roc,N,chord_skip,R_ring,chord_mm,aoi_deg,n_exit,spots_per_mirror,mode_s,amp_ratio,d_norm,extent_norm,A_req_mm,w_typ_mm,th_t,th_s,opl_est_m,phase_err_t,phase_err_s,phase_err_res,throughput_est,envelope_mm
one_inch,CM254-100-M01,200.0,12,5,74.0,142.9570222907821,14.999999999999996,60,5,sin,1.4,0.5085797696037468,1.665183669895742,1.917534312385463,0.3376095794001389,1.3077741238864278,1.2560549103129146,8.577421337446925,0.07336890655916406,0.03492906738015833,0.034585630399398035,0.30650183197905745,184.0
one_inch,CM254-100-M01,200.0,12,5,74.25,143.43998520392665,14.999999999999996,60,5,sin,1.4,0.5085797696037468,1.665183669895742,1.9192465704421964,0.3380449893041368,1.3103622656511946,1.2585069674714784,8.606399112235598,0.08191959932685577,0.11219436213366762,0.03458604771023377,0.30650183197905745,184.5
one_inch,CM254-075-M01,150.0,12,5,55.75,107.70072963123111,14.999999999999996,60,5,sin,1.4,0.5085797696037468,1.665183669895742,1.7416391366864428,0.2928812154344298,1.3112245821295736,1.2593238878692226,6.462043777873867,0.13365858802959352,0.1612095859983249,0.03458951775273386,0.30650183197905745,147.5
one_inch,CM254-050-M01,100.0,12,5,70.25,135.7125785936141,14.999999999999996,60,5,sin,1.4,0.546062948468959,1.661899652462312,1.7780227594661122,0.33545617523948995,1.9877751574145908,1.8869180917785449,8.142754715616846,0.11401139153668183,0.11774997748014826,0.22008021377656417,0.30650183197905745,176.5
one_inch,CM254-050-M01,100.0,12,5,70.5,136.19554150675864,14.999999999999996,60,5,sin,1.4,0.546062948468959,1.661899652462312,1.7817115110324537,0.33646332051773287,1.9932503889816524,1.891830335188594,8.17173249040552,0.21450250248700442,0.4124845820830849,0.22011756085058878,0.30650183197905745,177.0
one_inch,CM254-025-M01,50.0,9,4,46.25,91.09471715362925,10.000000000000002,63,7,cos,1.4,0.47439667818705805,1.6433410676574567,2.1588697220307407,0.36208031238500044,2.586781620609722,2.48851203289257,5.738967180678643,0.3955758882567544,0.303374607257755,0.02922425121806904,0.29291510383290276,128.5
one_inch,CM254-025-M01,50.0,9,4,46.25,91.09471715362925,10.000000000000002,63,7,sin,1.4,0.46715017840366135,1.6409772233354714,2.1923584151669324,0.36208031238500044,2.586781620609722,2.48851203289257,5.738967180678643,0.3955758882567544,0.303374607257755,0.02922425121806904,0.29291510383290276,128.5
one_inch,CM254-100-M01,200.0,9,2,72.25,92.88280959970493,50.0,63,7,cos,1.0,0.325494526727248,1.3635631116844813,2.853100560367478,0.31433430830102915,1.2896053989465515,0.7933237378368994,5.85161700478141,0.43626885970187246,0.2860869737120275,0.04309681202212165,0.29291510383290276,180.5
one_inch,CM254-100-M01,200.0,9,2,73.5,94.48977862392127,50.0,63,7,cos,1.0,0.325494526727248,1.3635631116844813,2.8628755880799,0.31592516731052944,1.3025924044751211,0.8005449185420573,5.952856053307039,0.3819124885980152,0.16884741071291742,0.0431464470965868,0.29291510383290276,183.0
one_inch,CM254-050-M01,100.0,9,2,66.0,84.84796447862318,50.0,63,7,cos,1.4,0.47439667818705233,1.643341067657461,1.7653548118192743,0.2687392292742963,1.896525814089527,1.098864497171766,5.3454217621532605,0.1006054512280592,0.11342494284582116,0.06920985311081268,0.29291510383290276,168.0
one_inch,CM254-050-M01,100.0,9,2,66.0,84.84796447862318,50.0,63,7,sin,1.4,0.467150178403652,1.6409772233354742,1.79273924588968,0.2687392292742963,1.896525814089527,1.098864497171766,5.3454217621532605,0.1006054512280592,0.11342494284582116,0.06920985311081268,0.29291510383290276,168.0
one_inch,CM254-050-M01,100.0,9,2,65.75,84.52657067377991,50.0,63,7,cos,1.4,0.47439667818705233,1.643341067657461,1.7638788607165434,0.2683891361241453,1.8912529808444944,1.0965437102808295,5.325173952448135,0.23158304320898893,0.03278463128318165,0.06929483789493152,0.29291510383290276,167.5
one_inch,CM254-050-M01,100.0,9,2,65.75,84.52657067377991,50.0,63,7,sin,1.4,0.467150178403652,1.6409772233354742,1.7912403996242356,0.2683891361241453,1.8912529808444944,1.0965437102808295,5.325173952448135,0.23158304320898893,0.03278463128318165,0.06929483789493152,0.29291510383290276,167.5
one_inch,CM254-150-M01,300.0,9,2,63.25,81.31263262534722,50.0,63,7,sin,1.4,0.23167880490369347,1.6957887989123832,4.148927514911593,0.3306092841433843,0.9541121021089934,0.5992169754034548,5.122695855396875,0.4188020146605247,0.051557607340132705,0.19873711887347767,0.29291510383290276,162.5
one_inch,CM254-150-M01,300.0,9,2,61.75,79.3842697962876,50.0,63,7,sin,1.4,0.23167880490369347,1.6957887989123832,4.130251027703673,0.3284458110253194,0.9418001637925008,0.5918513263089844,5.001208997166119,0.35685009927852107,0.41247828561149547,0.19877590135228024,0.29291510383290276,159.5
one_inch,CM254-050-M01,100.0,9,4,70.5,138.85789317472134,10.000000000000002,63,7,sin,1.0,0.36818982508696074,1.4067530189152264,2.660236459435201,0.33973599834470114,1.9932503889816524,1.9470978520143887,8.748047270007444,0.08893163774761703,0.1450511869045492,0.2296370443368737,0.29291510383290276,177.0
one_inch,CM254-050-M01,100.0,9,4,70.75,139.35029705122744,10.000000000000002,63,7,sin,1.0,0.36818982508696074,1.4067530189152264,2.665804466712556,0.3407610401574674,1.9987391297684023,1.9523173165354197,8.779068714227328,0.2568590318176298,0.4738774517295177,0.2296697129117315,0.29291510383290276,177.5
one_inch,CM254-1000-M01,2000.0,9,4,46.5,91.58712103013535,10.000000000000002,63,7,cos,1.0,0.8677674782351148,1.0,1.4602598857225042,0.48358301930065717,0.30615326738233634,0.3014662812459585,5.769988624898527,0.43809992354843175,0.14281979695662628,0.28846965068934083,0.29291510383290276,129.0
one_inch,CM254-1000-M01,2000.0,9,4,42.5,83.70865900603768,10.000000000000002,63,7,cos,1.0,0.8677674782351148,1.0,1.4349367650947982,0.47259572903658315,0.2925901597653254,0.28811380660154445,5.273645517380373,0.4163758563232598,0.6983861056414575,0.28847009367099447,0.29291510383290276,121.0
