regime,method,R_mm,H_mm,M_halfLaps,w0_mm,R_ring,OPL_m,throughput,utility,n_evals
overlap_tolerant,SciPy/Powell,99.99999999999702,59.99937590180322,55,1.999507580772848,0.9985314029465912,33.67635584421289,0.5224890756900347,17.59552803765149,685
overlap_tolerant,GA,100.0,50.29633047581181,66,2.0,0.999,40.41149565602899,0.5743912545541439,23.212009688275828,1640
overlap_tolerant,PSO,100.0,60.0,67,2.0,0.999,41.0238394576202,0.5660992635599831,23.22356530536177,1230
overlap_strict,SciPy/Powell,99.99999999997979,59.9993757761507,12,1.5236445757484074,0.9989995686533665,7.348501737908737,0.907473953282053,1.547446401309912,431
overlap_strict,GA,100.0,60.0,10,1.3965537822168428,0.999,6.124110711615364,0.9221563184394991,1.72260886954057,1640
overlap_strict,PSO,100.0,60.0,10,1.3908835100323769,0.999,6.124110711615364,0.9221563184394991,1.7226374084550724,1230
