metric,mean,std,p05,p50,p95,min,max
bounces,151.44,57.1671234189722,9.0,182.0,182.0,6.0,182.0
opl_m,18.495936180993965,6.990764910517753,1.0796036776153874,22.219743230960194,22.28070146935002,0.7130705161803683,22.322435508991898
throughput,0.6144748752968053,0.3803240856169654,0.0,0.7766382470797426,1.0,0.0,1.0
w_max_mm,0.3130245177489179,0.001769224515781362,0.31168073591599044,0.3124650861431495,0.31612760059038164,0.31119727022516486,0.32428367269286845
stability_g,0.1509898313191341,0.0007076344484413695,0.14977047155700587,0.15098679092293482,0.15210616646653785,0.14889108119194203,0.15285692774385637
aoi_mean,25.827005082812807,0.02221781535132047,25.808404592348808,25.8195227737466,25.884297997649437,25.79970445017899,25.914806130075533
aoi_max,28.808182036199607,0.15593272062102895,28.561165083738445,28.79414081666866,29.061997271339056,28.435510291924547,29.2912362903472
exit_drift_mrad,510.10883143474695,923.5433641814204,2.628901873527987,12.88288540066343,2342.4067758385863,0.4320513250335531,3117.757774985171
spot_walk_mm,0.8878003598284954,0.38687358660359944,0.4307395784659507,0.7996679522055632,1.5799810018375453,0.2750788575045141,2.3688016043713502
