metric,mean,std,p05,p50,p95,min,max
bounces,176.0,0.0,176.0,176.0,176.0,176.0,176.0
opl_m,24.738151397646742,0.03477112169583104,24.68443000049999,24.73689704420979,24.795813043303674,24.641062409988063,24.85577794707438
throughput,0.8373394969271353,0.12641321472292988,0.6279856829817535,0.8396350874121195,0.9999999999997919,0.49390515904384485,0.999999999999792
w_max_mm,0.3511311698128165,0.00141719687994098,0.34893958174759804,0.3510071602511005,0.3534268643620107,0.34716990061055075,0.35485445013658273
stability_g,0.42011384260372336,0.000644897569996729,0.41905645682198944,0.420137235429643,0.4211041001604579,0.41792423226979775,0.42191652361280485
aoi_mean,11.357402815726232,0.014569713064330194,11.335228469440668,11.355672888435485,11.381946388388004,11.317131305287514,11.40792186466755
aoi_max,13.085761099918576,0.15161832992129398,12.891235502084083,13.0572151124929,13.38232396188338,12.79699500417622,13.8010283733703
exit_drift_mrad,5.023736553360561,3.2899535215554363,1.0138754354011443,4.4976572632553875,11.155412072983733,0.4365902515557988,21.402657583249315
spot_walk_mm,0.9086249451836337,0.2884288529444981,0.49636516479838383,0.8696903881869463,1.4254994459599517,0.2845059116906146,1.9278007167935847
