metric,mean,std,p05,p50,p95,min,max
bounces,144.0,0.0,144.0,144.0,144.0,144.0,144.0
opl_m,20.347720293806095,0.028309071176447157,20.304088924859652,20.346588424005567,20.39483724736887,20.268601643323194,20.44337125652933
throughput,0.8633010981038268,0.10751345050307587,0.6834172389638026,0.8667468884961343,0.9999999999898159,0.5614934998597534,0.9999999999898272
w_max_mm,0.41890560302922325,0.004010158257767813,0.41296756695129416,0.4186715090704488,0.42528293328997574,0.4097688697976389,0.438066177873603
stability_g,0.27897658148590937,0.0006970398358849715,0.27782508031497705,0.27899896434421056,0.28004470648051283,0.2766195577428132,0.28092977723683465
aoi_mean,11.273258134547415,0.00601049673876132,11.264335250274133,11.272605132070453,11.283716073607632,11.256570856748695,11.293559865336702
aoi_max,13.03353025003,0.11128067828924659,12.869743061525702,13.020548786807684,13.22986962355728,12.75725147956472,13.491907857399477
exit_drift_mrad,4.0613631286802185,2.418954649522635,1.119901777546635,3.556374954192515,9.002876319351833,0.20577728737667367,13.729565069284945
spot_walk_mm,0.575510576368939,0.15929039876800594,0.35358205366651474,0.5616746557537502,0.8528168275268283,0.26826761302410157,1.1497309628123287
