run_id,environment,design,perturbation,pass_count,path_m,edge_clear_mm,hole_clear_mm,exit_clear_mm,result
D130_9m_halfinch-al_flexure-Mdsag+,drone/al_flexure,D130_9m_halfinch,all mirrors dsag=+1max,98,9.280287015301163,0.4046814394690913,1.0041844327113714,0.49346843607522584,PASS
D130_9m_halfinch-al_flexure-Mdsag-,drone/al_flexure,D130_9m_halfinch,all mirrors dsag=-1max,98,9.280286051958159,0.40531809070878005,1.1414945390672702,0.4896689610200225,PASS
D130_9m_halfinch-al_flexure-Mdax+,drone/al_flexure,D130_9m_halfinch,all mirrors dax=+1max,98,9.266046712769173,0.33961817184133253,0.9761651069694854,-0.1935171282192163,FAIL(clearance)
D130_9m_halfinch-al_flexure-Mdax-,drone/al_flexure,D130_9m_halfinch,all mirrors dax=-1max,98,9.294577654951668,0.3148302489772439,0.5589221531965138,-0.20264077851538986,FAIL(clearance)
D130_9m_halfinch-al_flexure-Mtiltt+,drone/al_flexure,D130_9m_halfinch,all mirrors tiltt=+1max,98,9.280286466757431,0.42166832854888103,1.0859134073316588,0.4921640666484244,PASS
D130_9m_halfinch-al_flexure-Mtiltt-,drone/al_flexure,D130_9m_halfinch,all mirrors tiltt=-1max,98,9.280287038855898,0.42298101865793314,1.073190846429808,0.4932541842941132,PASS
D130_9m_halfinch-al_flexure-Mtilts+,drone/al_flexure,D130_9m_halfinch,all mirrors tilts=+1max,98,9.280300268536099,0.43765164039708215,1.0475124420762318,0.4928507396420591,PASS
D130_9m_halfinch-al_flexure-Mtilts-,drone/al_flexure,D130_9m_halfinch,all mirrors tilts=-1max,98,9.280272403482888,0.40003731351455385,1.1116665093170979,0.49301191301940844,PASS
D130_9m_halfinch-al_flexure-Lofft+,drone/al_flexure,D130_9m_halfinch,launch input_offset_t=+1max,98,9.280287892810453,0.3455461236665627,1.0497033484866662,0.4245378983052175,PASS
D130_9m_halfinch-al_flexure-Lofft-,drone/al_flexure,D130_9m_halfinch,launch input_offset_t=-1max,98,9.28028521353508,0.47598204524826787,1.10209780485885,0.4573320191994007,PASS
D130_9m_halfinch-al_flexure-Loffz+,drone/al_flexure,D130_9m_halfinch,launch input_offset_z=+1max,98,9.280284459683479,0.38721581215610734,1.051191055814018,0.44285037223718443,PASS
D130_9m_halfinch-al_flexure-Loffz-,drone/al_flexure,D130_9m_halfinch,launch input_offset_z=-1max,98,9.280288573596918,0.4566940382123553,1.108921829619532,0.4432026728735276,PASS
D130_9m_halfinch-al_flexure-Langt+,drone/al_flexure,D130_9m_halfinch,launch input_angle=+1max,98,9.280277758681047,0.405598806831322,1.086709961772899,0.49321197915296827,PASS
D130_9m_halfinch-al_flexure-Langt-,drone/al_flexure,D130_9m_halfinch,launch input_angle=-1max,98,9.280295344747138,0.4390336187602417,1.0723281358397339,0.49267127756969875,PASS
D130_9m_halfinch-al_flexure-Langs+,drone/al_flexure,D130_9m_halfinch,launch input_angle_sag=+1max,98,9.28028627235583,0.42283506524286407,1.0737074879141777,0.4922351431082735,PASS
D130_9m_halfinch-al_flexure-Langs-,drone/al_flexure,D130_9m_halfinch,launch input_angle_sag=-1max,98,9.280286829881247,0.4218089118796437,1.0853793547699644,0.4924352823841477,PASS
D130_9m_halfinch-hybrid-Mdtan+,drone/hybrid,D130_9m_halfinch,all mirrors dtan=+1max,98,9.280475711821154,0.4846941311805968,0.7016511391442282,0.3709934180055895,PASS
D130_9m_halfinch-hybrid-Mdtan-,drone/hybrid,D130_9m_halfinch,all mirrors dtan=-1max,98,9.280043646898275,0.10244694141361765,0.9567963339935184,0.39387027849171274,PASS
D130_9m_halfinch-hybrid-Mdsag+,drone/hybrid,D130_9m_halfinch,all mirrors dsag=+1max,98,9.28028760466518,0.3694524852589972,0.9187635648979093,0.48947144383125185,PASS
D130_9m_halfinch-hybrid-Mdsag-,drone/hybrid,D130_9m_halfinch,all mirrors dsag=-1max,98,9.28028529431371,0.30711994059812914,1.091056441395568,0.4823989146712487,PASS
D130_9m_halfinch-hybrid-Mdax+,drone/hybrid,D130_9m_halfinch,all mirrors dax=+1max,98,9.248315986091354,0.29515944419089457,0.8468492733309846,-1.0242017392182612,FAIL(clearance)
D130_9m_halfinch-hybrid-Mdax-,drone/hybrid,D130_9m_halfinch,all mirrors dax=-1max,98,9.312514060797408,0.24260497881541065,-0.2170860038484983,-1.0826826717904117,FAIL(clearance)
D130_9m_halfinch-hybrid-Mtiltt+,drone/hybrid,D130_9m_halfinch,all mirrors tiltt=+1max,98,9.280287221374188,0.4107449115518498,1.0967397745182867,0.49001458240532575,PASS
D130_9m_halfinch-hybrid-Mtiltt-,drone/hybrid,D130_9m_halfinch,all mirrors tiltt=-1max,98,9.280288746959624,0.4240829269330243,1.0628161945554304,0.4926982464820799,PASS
D130_9m_halfinch-hybrid-Mtilts+,drone/hybrid,D130_9m_halfinch,all mirrors tilts=+1max,98,9.280322173903205,0.43194235890774785,0.9945235234052356,0.49266529045699176,PASS
D130_9m_halfinch-hybrid-Mtilts-,drone/hybrid,D130_9m_halfinch,all mirrors tilts=-1max,98,9.280247866648585,0.36282551512116196,1.1247305254358764,0.49309393953318764,PASS
D130_9m_halfinch-hybrid-Lofft+,drone/hybrid,D130_9m_halfinch,launch input_offset_t=+1max,98,9.280289813211189,0.23514610348684184,1.0072859955711568,0.3269783067498492,PASS
D130_9m_halfinch-hybrid-Lofft-,drone/hybrid,D130_9m_halfinch,launch input_offset_t=-1max,98,9.280283311372889,0.5345486604819021,0.9893454758532374,0.36058159375019827,PASS
D130_9m_halfinch-hybrid-Loffz+,drone/hybrid,D130_9m_halfinch,launch input_offset_z=+1max,98,9.280281351555365,0.3358140926789848,1.012690599786061,0.3524903352716691,PASS
D130_9m_halfinch-hybrid-Loffz-,drone/hybrid,D130_9m_halfinch,launch input_offset_z=-1max,98,9.280291342095172,0.5044864861705454,1.1527260171395624,0.35313281835586113,PASS
D130_9m_halfinch-hybrid-Langt+,drone/hybrid,D130_9m_halfinch,launch input_angle=+1max,98,9.28026237351725,0.37629710599820154,1.0993192093092945,0.4936966092878321,PASS
D130_9m_halfinch-hybrid-Langt-,drone/hybrid,D130_9m_halfinch,launch input_angle=-1max,98,9.28031073519656,0.4682416782872849,1.0597698229227082,0.49221068443521004,PASS
D130_9m_halfinch-hybrid-Langs+,drone/hybrid,D130_9m_halfinch,launch input_angle_sag=+1max,98,9.280285783254381,0.42372402138644,1.063681359179288,0.48858548987267686,PASS
D130_9m_halfinch-hybrid-Langs-,drone/hybrid,D130_9m_halfinch,launch input_angle_sag=-1max,98,9.28028731645163,0.4209021310822537,1.0957763042464246,0.48903931848551546,PASS
D190_19m_2inch-NOM,nominal,D190_19m_2inch,none,152,19.27084806129109,10.343834790482243,3.84782066751516,0.9856219849755836,PASS
D190_19m_2inch-al_flexure-Mdtan+,drone/al_flexure,D190_19m_2inch,all mirrors dtan=+1max,152,19.270935359092192,10.278641811156227,3.810585582622653,0.8920114821285241,PASS
D190_19m_2inch-al_flexure-Mdtan-,drone/al_flexure,D190_19m_2inch,all mirrors dtan=-1max,152,19.270757559592308,10.408654967489097,3.705181579932316,0.8953287587746992,PASS
D190_19m_2inch-al_flexure-Mdsag+,drone/al_flexure,D190_19m_2inch,all mirrors dsag=+1max,152,19.27084899664687,10.180399020602417,3.846253319658916,0.9228060740649184,PASS
D190_19m_2inch-al_flexure-Mdsag-,drone/al_flexure,D190_19m_2inch,all mirrors dsag=-1max,152,19.270847140065097,10.444568458648403,3.8012505767107805,0.9228030122759326,PASS
D190_19m_2inch-al_flexure-Mdax+,drone/al_flexure,D190_19m_2inch,all mirrors dax=+1max,152,19.248052827309838,10.350440637199945,3.7074711465815007,-0.049575203894919095,FAIL(clearance)
D190_19m_2inch-al_flexure-Mdax-,drone/al_flexure,D190_19m_2inch,all mirrors dax=-1max,152,19.293596796992983,10.331054061872454,3.5798221398354078,-0.04917050110427601,FAIL(clearance)
D190_19m_2inch-al_flexure-Mtiltt+,drone/al_flexure,D190_19m_2inch,all mirrors tiltt=+1max,152,19.27084737948623,10.321182079461169,3.84707018169008,0.9844426394754362,PASS
D190_19m_2inch-al_flexure-Mtiltt-,drone/al_flexure,D190_19m_2inch,all mirrors tiltt=-1max,152,19.270850665235773,10.313116011079954,3.848577245545516,0.9845161067983471,PASS
D190_19m_2inch-al_flexure-Mtilts+,drone/al_flexure,D190_19m_2inch,all mirrors tilts=+1max,152,19.27086585913147,10.338178434276132,3.8404470961212995,0.9775293969962133,PASS
D190_19m_2inch-al_flexure-Mtilts-,drone/al_flexure,D190_19m_2inch,all mirrors tilts=-1max,152,19.27082969673377,10.349485293226941,3.809593859651184,0.977446709434592,PASS
D190_19m_2inch-al_flexure-Lofft+,drone/al_flexure,D190_19m_2inch,launch input_offset_t=+1max,152,19.27087070771932,10.376446547393245,3.7839477030225654,0.9289020905471749,PASS
D190_19m_2inch-al_flexure-Lofft-,drone/al_flexure,D190_19m_2inch,launch input_offset_t=-1max,152,19.270825618026887,10.311165571496481,3.8032733930794924,0.9301265693209104,PASS
D190_19m_2inch-al_flexure-Loffz+,drone/al_flexure,D190_19m_2inch,launch input_offset_z=+1max,152,19.270845771928933,10.300511861485171,3.823890516927844,0.9133317494289562,PASS
D190_19m_2inch-al_flexure-Loffz-,drone/al_flexure,D190_19m_2inch,launch input_offset_z=-1max,152,19.270850293211577,10.386935340260116,3.8214773250776912,0.9125792701916016,PASS
D190_19m_2inch-al_flexure-Langt+,drone/al_flexure,D190_19m_2inch,launch input_angle=+1max,152,19.270833752265585,10.366444613412646,3.8289969176414123,0.9744518482360975,PASS
D190_19m_2inch-al_flexure-Langt-,drone/al_flexure,D190_19m_2inch,launch input_angle=-1max,152,19.270862387935473,10.321195383684737,3.8666544673137553,0.9747805694812407,PASS
D190_19m_2inch-al_flexure-Langs+,drone/al_flexure,D190_19m_2inch,launch input_angle_sag=+1max,152,19.270848147901365,10.32537795449324,3.850721150230577,0.9838348466958821,PASS
D190_19m_2inch-al_flexure-Langs-,drone/al_flexure,D190_19m_2inch,launch input_angle_sag=-1max,152,19.270847974992957,10.362253353337186,3.844926336962971,0.9837464254222767,PASS
D190_19m_2inch-hybrid-Mdtan+,drone/hybrid,D190_19m_2inch,all mirrors dtan=+1max,152,19.271052152378047,10.160265077342158,3.7393058373853516,0.7570516351896401,PASS
D190_19m_2inch-hybrid-Mdtan-,drone/hybrid,D190_19m_2inch,all mirrors dtan=-1max,152,19.270625514274016,10.498771640749698,3.5089495981123076,0.7709852810781894,PASS
D190_19m_2inch-hybrid-Mdsag+,drone/hybrid,D190_19m_2inch,all mirrors dsag=+1max,152,19.27085032847398,9.937183187066376,3.8436041655898867,0.8318588806908438,PASS
D190_19m_2inch-hybrid-Mdsag-,drone/hybrid,D190_19m_2inch,all mirrors dsag=-1max,152,19.270845875417425,10.583627439297139,3.7242658132438686,0.8362008042055505,PASS
D190_19m_2inch-hybrid-Mdax+,drone/hybrid,D190_19m_2inch,all mirrors dax=+1max,152,19.219494994937506,10.282566836222216,3.5555572114852163,-1.3488132426473969,FAIL(clearance)
D190_19m_2inch-hybrid-Mdax-,drone/hybrid,D190_19m_2inch,all mirrors dax=-1max,152,19.32196734173959,10.206549763901213,2.8767376720532862,-1.3295953405075467,FAIL(clearance)
D190_19m_2inch-hybrid-Mtiltt+,drone/hybrid,D190_19m_2inch,all mirrors tiltt=+1max,152,19.270850514330462,10.283321022923772,3.8455061296700994,0.9818175179898494,PASS
D190_19m_2inch-hybrid-Mtiltt-,drone/hybrid,D190_19m_2inch,all mirrors tiltt=-1max,152,19.270859276802984,10.250504632854875,3.849851413068579,0.9818602824343174,PASS
D190_19m_2inch-hybrid-Mtilts+,drone/hybrid,D190_19m_2inch,all mirrors tilts=+1max,152,19.270894262473917,10.328738145603534,3.8089603575193394,0.9624701531226247,PASS
D190_19m_2inch-hybrid-Mtilts-,drone/hybrid,D190_19m_2inch,all mirrors tilts=-1max,152,19.2707978301198,10.358889810725815,3.746130724786081,0.963550455366802,PASS
D190_19m_2inch-hybrid-Lofft+,drone/hybrid,D190_19m_2inch,launch input_offset_t=+1max,152,19.27090340035868,10.422933671712041,3.676841058508245,0.8457507725239841,PASS
D190_19m_2inch-hybrid-Lofft-,drone/hybrid,D190_19m_2inch,launch input_offset_t=-1max,152,19.270793920607158,10.264396978915762,3.739974462803763,0.851393482737781,PASS
D190_19m_2inch-hybrid-Loffz+,drone/hybrid,D190_19m_2inch,launch input_offset_z=+1max,152,19.27084240158346,10.238240973873975,3.790434904204592,0.8085221209484724,PASS
D190_19m_2inch-hybrid-Loffz-,drone/hybrid,D190_19m_2inch,launch input_offset_z=-1max,152,19.270853382208283,10.44811697322386,3.769478402030662,0.8081541245913018,PASS
D190_19m_2inch-hybrid-Langt+,drone/hybrid,D190_19m_2inch,launch input_angle=+1max,152,19.270808754347787,10.405940056481786,3.796195627686349,0.9547333764781103,PASS
D190_19m_2inch-hybrid-Langt-,drone/hybrid,D190_19m_2inch,launch input_angle=-1max,152,19.270887501468703,10.281505791444811,3.8794164903184103,0.9540289301416698,PASS
D190_19m_2inch-hybrid-Langs+,drone/hybrid,D190_19m_2inch,launch input_angle_sag=+1max,152,19.270848300214883,10.292986906251114,3.855811686580259,0.9797855021185253,PASS
D190_19m_2inch-hybrid-Langs-,drone/hybrid,D190_19m_2inch,launch input_angle_sag=-1max,152,19.27084782472779,10.394393231359114,3.839876174051733,0.9797260947789714,PASS
D190_29m_max-NOM,nominal,D190_29m_max,none,204,29.247286937324237,0.3095328289155897,1.3498424568154714,0.7709042955945431,PASS
D190_29m_max-al_flexure-Mdtan+,drone/al_flexure,D190_29m_max,all mirrors dtan=+1max,204,29.247259175780933,0.4779674399055383,1.2637971877704397,0.7914729847365902,PASS
D190_29m_max-al_flexure-Mdtan-,drone/al_flexure,D190_29m_max,all mirrors dtan=-1max,204,29.24731409624112,0.13859881213388053,1.3812464497815262,0.724317621465908,PASS
D190_29m_max-al_flexure-Mdsag+,drone/al_flexure,D190_29m_max,all mirrors dsag=+1max,204,29.24729001513635,-0.04086750694776853,1.3673709010700215,0.8026848816526901,FAIL(clearance)
D190_29m_max-al_flexure-Mdsag-,drone/al_flexure,D190_29m_max,all mirrors dsag=-1max,204,29.247284043103132,0.5832211267714936,1.328485814982418,0.7277895145185764,PASS
D190_29m_max-al_flexure-Mdax+,drone/al_flexure,D190_29m_max,all mirrors dax=+1max,204,29.215504792479486,0.33521594065214727,1.3527098215491333,0.31224027468060545,PASS
D190_29m_max-al_flexure-Mdax-,drone/al_flexure,D190_29m_max,all mirrors dax=-1max,204,29.27906617124963,0.25756796413988897,1.2212387880997833,0.31944348949025536,PASS
D190_29m_max-al_flexure-Mtiltt+,drone/al_flexure,D190_29m_max,all mirrors tiltt=+1max,204,29.247292443067547,0.20611660020992012,1.2163058339587047,0.7707651175464943,PASS
D190_29m_max-al_flexure-Mtiltt-,drone/al_flexure,D190_29m_max,all mirrors tiltt=-1max,204,29.2472947797614,0.1226860648226814,1.1939235435231934,0.7711291290857459,PASS
D190_29m_max-al_flexure-Mtilts+,drone/al_flexure,D190_29m_max,all mirrors tilts=+1max,204,29.24728053313155,0.3389996891602219,1.3329022482580188,0.7840286637743532,PASS
D190_29m_max-al_flexure-Mtilts-,drone/al_flexure,D190_29m_max,all mirrors tilts=-1max,204,29.24729265456612,0.2799918220330587,1.3668033751031754,0.7536101625779454,PASS
D190_29m_max-al_flexure-Lofft+,drone/al_flexure,D190_29m_max,launch input_offset_t=+1max,204,29.247291094604616,0.3075795978583236,1.3317005878330348,0.7870654496069168,PASS
D190_29m_max-al_flexure-Lofft-,drone/al_flexure,D190_29m_max,launch input_offset_t=-1max,204,29.247282773696654,0.31148309072360747,1.2856336455705326,0.7159250289829946,PASS
D190_29m_max-al_flexure-Loffz+,drone/al_flexure,D190_29m_max,launch input_offset_z=+1max,204,29.24728769336451,0.20140608039141306,1.3680314086054188,0.8009071742008667,PASS
D190_29m_max-al_flexure-Loffz-,drone/al_flexure,D190_29m_max,launch input_offset_z=-1max,204,29.247286178437953,0.414333878781944,1.309168996849249,0.7095822960659033,PASS
D190_29m_max-al_flexure-Langt+,drone/al_flexure,D190_29m_max,launch input_angle=+1max,204,29.247295500776495,0.2612948852586719,1.3714886014253769,0.7697356550325462,PASS
D190_29m_max-al_flexure-Langt-,drone/al_flexure,D190_29m_max,launch input_angle=-1max,204,29.247278383860156,0.3575615762154152,1.3282252220390334,0.7720574871151149,PASS
D190_29m_max-al_flexure-Langs+,drone/al_flexure,D190_29m_max,launch input_angle_sag=+1max,204,29.247287376333304,0.26396716957637856,1.3554653070921667,0.7711401670298212,PASS
D190_29m_max-al_flexure-Langs-,drone/al_flexure,D190_29m_max,launch input_angle_sag=-1max,204,29.2472865022742,0.35489039275597084,1.3442626507954425,0.7706741516225034,PASS
D190_29m_max-hybrid-Mdtan+,drone/hybrid,D190_29m_max,all mirrors dtan=+1max,204,29.247219294994263,0.6957325591294139,1.0962356754175449,0.7471926958739477,PASS
D190_29m_max-hybrid-Mdtan-,drone/hybrid,D190_29m_max,all mirrors dtan=-1max,204,29.247351108535323,-0.10468626179440843,1.4251663730244584,0.6485848373257563,FAIL(clearance)
D190_29m_max-hybrid-Mdsag+,drone/hybrid,D190_29m_max,all mirrors dsag=+1max,186,26.402238813891504,,,,FAIL(incomplete)
D190_29m_max-hybrid-Mdsag-,drone/hybrid,D190_29m_max,all mirrors dsag=-1max,204,29.247280298212612,0.9461780015529175,1.2576062415116196,0.6636817709614761,PASS
D190_29m_max-hybrid-Mdax+,drone/hybrid,D190_29m_max,all mirrors dax=+1max,204,29.175773476373173,0.3241124099641379,1.3154192961926592,-0.34238858382817683,FAIL(clearance)
D190_29m_max-hybrid-Mdax-,drone/hybrid,D190_29m_max,all mirrors dax=-1max,204,29.318785684329963,0.22267607640553905,1.1336595371945983,-0.3372021509696401,FAIL(clearance)
D190_29m_max-hybrid-Mtiltt+,drone/hybrid,D190_29m_max,all mirrors tiltt=+1max,204,29.247331280979612,-0.012580824112068456,1.0795731206480217,0.770704942718152,FAIL(clearance)
D190_29m_max-hybrid-Mtiltt-,drone/hybrid,D190_29m_max,all mirrors tiltt=-1max,204,29.247337514044283,-0.20618949815694815,1.069184485010192,0.7717078327962579,FAIL(clearance)
D190_29m_max-hybrid-Mtilts+,drone/hybrid,D190_29m_max,all mirrors tilts=+1max,204,29.24726833298065,0.3879446178223373,1.2871276159136198,0.7893279440002535,PASS
D190_29m_max-hybrid-Mtilts-,drone/hybrid,D190_29m_max,all mirrors tilts=-1max,204,29.24730065668456,0.23059375519450775,1.3951169984213023,0.7201211827093443,PASS
D190_29m_max-hybrid-Lofft+,drone/hybrid,D190_29m_max,launch input_offset_t=+1max,204,29.247297022618742,0.280898244180166,1.2560884456048305,0.7196893383415447,PASS
D190_29m_max-hybrid-Lofft-,drone/hybrid,D190_29m_max,launch input_offset_t=-1max,204,29.247276814594166,0.31426423144470017,1.1944313926633598,0.623840815127007,PASS
D190_29m_max-hybrid-Loffz+,drone/hybrid,D190_29m_max,launch input_offset_z=+1max,204,29.247288768512966,0.04503702067248355,1.3447099119318233,0.7335139067503511,PASS
D190_29m_max-hybrid-Loffz-,drone/hybrid,D190_29m_max,launch input_offset_z=-1max,204,29.247285089350143,0.5558149192695792,1.255505359926043,0.61411293088078,PASS
D190_29m_max-hybrid-Langt+,drone/hybrid,D190_29m_max,launch input_angle=+1max,204,29.24731051096878,0.17638326550881162,1.4094362817232877,0.7676530169355358,PASS
D190_29m_max-hybrid-Langt-,drone/hybrid,D190_29m_max,launch input_angle=-1max,204,29.247263439215704,0.4411001894253333,1.290467349391137,0.7740387399272708,PASS
D190_29m_max-hybrid-Langs+,drone/hybrid,D190_29m_max,launch input_angle_sag=+1max,204,29.247288154132963,0.18373446580684555,1.365408511930581,0.7715668716468337,PASS
D190_29m_max-hybrid-Langs-,drone/hybrid,D190_29m_max,launch input_angle_sag=-1max,204,29.24728575045585,0.4337573324709414,1.334601924432497,0.7702850265543224,PASS
D150_14cm_flight-NOM,nominal,D150_14cm_flight,none,204,20.841759225035574,0.3659053306322622,2.514712410732322,0.9575260907406505,PASS
D150_14cm_flight-al_flexure-Mdtan+,drone/al_flexure,D150_14cm_flight,all mirrors dtan=+1max,204,20.841808883105923,0.476881244604855,2.4912921773387366,0.9055819434226315,PASS
D150_14cm_flight-al_flexure-Mdtan-,drone/al_flexure,D150_14cm_flight,all mirrors dtan=-1max,204,20.841708548101924,0.25177447570020095,2.540151545246957,0.9055888753762729,PASS
D150_14cm_flight-al_flexure-Mdsag+,drone/al_flexure,D150_14cm_flight,all mirrors dsag=+1max,204,20.841766313245735,-0.03655523954310219,2.7918255351626247,0.8673891604940123,FAIL(clearance)
D150_14cm_flight-al_flexure-Mdsag-,drone/al_flexure,D150_14cm_flight,all mirrors dsag=-1max,204,20.841752487656436,0.6867917279901159,2.238540816198861,0.8661859860757126,PASS
D150_14cm_flight-al_flexure-Mdax+,drone/al_flexure,D150_14cm_flight,all mirrors dax=+1max,204,20.81016029730619,0.2765075570633228,2.2442858841420374,0.17699117991613833,PASS
D150_14cm_flight-al_flexure-Mdax-,drone/al_flexure,D150_14cm_flight,all mirrors dax=-1max,204,20.873359651599863,0.38736591830728295,2.4165517185660677,0.19526937575158865,PASS
D150_14cm_flight-al_flexure-Mtiltt+,drone/al_flexure,D150_14cm_flight,all mirrors tiltt=+1max,204,20.84176242277399,0.2686171211435733,2.230667037367266,0.6553781442339343,PASS
D150_14cm_flight-al_flexure-Mtiltt-,drone/al_flexure,D150_14cm_flight,all mirrors tiltt=-1max,204,20.841764904344537,0.20260467560233647,2.612224848249468,0.6555427768533773,PASS
D150_14cm_flight-al_flexure-Mtilts+,drone/al_flexure,D150_14cm_flight,all mirrors tilts=+1max,204,20.841766870193748,0.3794917383600272,2.50899867628755,0.9572223064794507,PASS
D150_14cm_flight-al_flexure-Mtilts-,drone/al_flexure,D150_14cm_flight,all mirrors tilts=-1max,204,20.841751088708264,0.35227147371104595,2.5205438812421943,0.9569648780356694,PASS
D150_14cm_flight-al_flexure-Lofft+,drone/al_flexure,D150_14cm_flight,launch input_offset_t=+1max,204,20.841791944774116,0.35389037533467255,2.4980375868746174,0.8878057643573452,PASS
D150_14cm_flight-al_flexure-Lofft-,drone/al_flexure,D150_14cm_flight,launch input_offset_t=-1max,204,20.84172649026685,0.3778768372310514,2.5323139100675855,0.8882228423661842,PASS
D150_14cm_flight-al_flexure-Loffz+,drone/al_flexure,D150_14cm_flight,launch input_offset_z=+1max,204,20.841761106001496,0.2505153449099402,2.535584561635339,0.9022407337630107,PASS
D150_14cm_flight-al_flexure-Loffz-,drone/al_flexure,D150_14cm_flight,launch input_offset_z=-1max,204,20.841757369874436,0.48090896568486025,2.454067020327175,0.901799401511018,PASS
D150_14cm_flight-al_flexure-Langt+,drone/al_flexure,D150_14cm_flight,launch input_angle=+1max,204,20.841754147507363,0.3417596785865444,2.5166237717255533,0.9567844789042312,PASS
D150_14cm_flight-al_flexure-Langt-,drone/al_flexure,D150_14cm_flight,launch input_angle=-1max,204,20.84176430404041,0.38989866185172123,2.512818049989787,0.9570363849408818,PASS
D150_14cm_flight-al_flexure-Langs+,drone/al_flexure,D150_14cm_flight,launch input_angle_sag=+1max,204,20.84175989926362,0.32767872752251564,2.5385670343325613,0.9532686915065391,PASS
D150_14cm_flight-al_flexure-Langs-,drone/al_flexure,D150_14cm_flight,launch input_angle_sag=-1max,204,20.84175855463571,0.40408375401581653,2.4908641205650377,0.9537662351745935,PASS
D150_14cm_flight-hybrid-Mdtan+,drone/hybrid,D150_14cm_flight,all mirrors dtan=+1max,204,20.84187669569439,0.6251804056036858,2.461962202411108,0.8330823138256156,PASS
D150_14cm_flight-hybrid-Mdtan-,drone/hybrid,D150_14cm_flight,all mirrors dtan=-1max,204,20.841635885762607,0.08689572701106774,2.5617131075045405,0.8316712009604026,PASS
D150_14cm_flight-hybrid-Mdsag+,drone/hybrid,D150_14cm_flight,all mirrors dsag=+1max,3,0.2824980983636911,,,,FAIL(incomplete)
D150_14cm_flight-hybrid-Mdsag-,drone/hybrid,D150_14cm_flight,all mirrors dsag=-1max,204,20.841743633050598,1.1295959826739577,1.854001557274069,0.7359249339737591,PASS
D150_14cm_flight-hybrid-Mdax+,drone/hybrid,D150_14cm_flight,all mirrors dax=+1max,204,20.770663361648737,0.2264684114350864,1.8749267846155975,-0.7892204229664477,FAIL(clearance)
D150_14cm_flight-hybrid-Mdax-,drone/hybrid,D150_14cm_flight,all mirrors dax=-1max,204,20.912862709583965,0.28529128581769175,2.2975496716269004,-0.7572668868734838,FAIL(clearance)
D150_14cm_flight-hybrid-Mtiltt+,drone/hybrid,D150_14cm_flight,all mirrors tiltt=+1max,204,20.841787478090687,0.045866123446252294,1.760743856314728,0.1502947754156556,PASS
D150_14cm_flight-hybrid-Mtiltt-,drone/hybrid,D150_14cm_flight,all mirrors tiltt=-1max,204,20.84179409762997,-0.09516861083650618,2.664531984925231,0.1526239372904079,FAIL(clearance)
D150_14cm_flight-hybrid-Mtilts+,drone/hybrid,D150_14cm_flight,all mirrors tilts=+1max,204,20.841778520593195,0.4020297985885414,2.499738820114251,0.9561598186789693,PASS
D150_14cm_flight-hybrid-Mtilts-,drone/hybrid,D150_14cm_flight,all mirrors tilts=-1max,204,20.841736436719714,0.3294434443702731,2.5305232087231078,0.9557771579422489,PASS
D150_14cm_flight-hybrid-Lofft+,drone/hybrid,D150_14cm_flight,launch input_offset_t=+1max,204,20.841838661106603,0.3366506794257638,2.4758450197228536,0.7880464419703178,PASS
D150_14cm_flight-hybrid-Lofft-,drone/hybrid,D150_14cm_flight,launch input_offset_t=-1max,204,20.841679700317126,0.39490371902407717,2.5392076057653132,0.7884197180195605,PASS
D150_14cm_flight-hybrid-Loffz+,drone/hybrid,D150_14cm_flight,launch input_offset_z=+1max,204,20.841763838219258,0.06724250702653278,2.5653631543419158,0.822184064122401,PASS
D150_14cm_flight-hybrid-Loffz-,drone/hybrid,D150_14cm_flight,launch input_offset_z=-1max,204,20.84175476405239,0.6444963866267095,2.273193114488773,0.8222943175439887,PASS
D150_14cm_flight-hybrid-Langt+,drone/hybrid,D150_14cm_flight,launch input_angle=+1max,204,20.841745265333273,0.29914146632912736,2.5200095389924644,0.9551856534357874,PASS
D150_14cm_flight-hybrid-Langt-,drone/hybrid,D150_14cm_flight,launch input_angle=-1max,204,20.841773195904914,0.4315172569459105,2.509543846832948,0.9555651753326406,PASS
D150_14cm_flight-hybrid-Langs+,drone/hybrid,D150_14cm_flight,launch input_angle_sag=+1max,204,20.84176108839601,0.2606678957544567,2.580327412405143,0.9457779352465996,PASS
D150_14cm_flight-hybrid-Langs-,drone/hybrid,D150_14cm_flight,launch input_angle_sag=-1max,204,20.841757390625695,0.4707783765934529,2.4491453187830228,0.9460679072277682,PASS
D180_22m-NOM,nominal,D180_22m,none,182,22.47209243056732,0.31986161979868255,0.36679523768390904,0.9510371552792296,PASS
D180_22m-al_flexure-Mdtan+,drone/al_flexure,D180_22m,all mirrors dtan=+1max,182,22.472175456444006,0.36305312953285,0.4263190484818636,0.908643193574109,PASS
D180_22m-al_flexure-Mdtan-,drone/al_flexure,D180_22m,all mirrors dtan=-1max,182,22.472003132378784,0.23591273232939242,0.3086166344959183,0.9911343564275447,PASS
D180_22m-al_flexure-Mdsag+,drone/al_flexure,D180_22m,all mirrors dsag=+1max,182,22.472093653053594,0.2961127860307793,0.4330557373695991,0.9355384931441958,PASS
D180_22m-al_flexure-Mdsag-,drone/al_flexure,D180_22m,all mirrors dsag=-1max,182,22.472091287934955,0.3135437084483105,0.30801429539113145,0.9354847631829177,PASS
